objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.1278,UTAGAWA Kokunimasa,Japanese,1894,"A short skirmish in Seoul, in Korea (Chōsen Keijō no shōsen) (triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214819;type=101,Japan,Kokunimasa  小国政 with plum blossom and unread seal; First edition date: 1894; Genre:senso-e,,Image;StillImage,ihl-1278.jpg,image/jpeg
JSMAIHL.1279,Utagawa Hiroshige III,Japanese,1884,"Kinryūzan Kaminarimon (Thunder Gate, Sensōji in Asakusa) from the series Famous Places of Tokyo: Past and Present",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214820;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1279.jpg,image/jpeg
JSMAIHL.1280,Utagawa Hiroshige III,Japanese,1884,Yoroi Ferry at Koami-chō from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214821;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1280.jpg,image/jpeg
JSMAIHL.1281,Utagawa Hiroshige III,Japanese,1884,The Ebisuya and Hoteiya Dry-Goods Store in Owari-chō from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214822;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1281.jpg,image/jpeg
JSMAIHL.1282,Utagawa Hiroshige III,Japanese,1884,Nippōsha Nichinichi Shinbun in Owari-chō from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214823;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1282.jpg,image/jpeg
JSMAIHL.1283,Utagawa Hiroshige III,Japanese,1884,Saruwaka-machi sanshibai from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214824;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1283.jpg,image/jpeg
JSMAIHL.1284,Utagawa Hiroshige III,Japanese,March 1883,"Suruga-chō, Evening View of Mitsui Bank with Mt Fuji from the series Famous Places of Tokyo: Past and Present",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214825;type=101,Japan,Hiroshige ga / no seal; First edition date: March 1883; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1284.jpg,image/jpeg
JSMAIHL.1285,Utagawa Hiroshige III,Japanese,1884,Ōji Paper Company Viewed from Asukayama Park from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214826;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1285.jpg,image/jpeg
JSMAIHL.1288,,Japanese,1875,"Angry Sumo Fan Demands Refund, No. 1050 Tokyo Nichi Nichi Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214827;type=101,Japan,Ikkeisai Yoshiiku ga / Yoshiiku; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-1288.jpg,image/jpeg
JSMAIHL.1289,Utagawa Hiroshige III,Japanese,1884,Akasaka Temporary Palace from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214828;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1289.jpg,image/jpeg
JSMAIHL.1290,Utagawa Hiroshige III,Japanese,1884,Yoroi Bridge at Koami-chō from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214829;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1290.jpg,image/jpeg
JSMAIHL.1291,Utagawa Hiroshige III,Japanese,1884,Kawarake-nage at Asukayama Park from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214830;type=101,Japan,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1291.jpg,image/jpeg
JSMAIHL.1292,Utagawa Hiroshige III,Japanese,1884,Fukadaiichi no gekijō Shintomi-za  from the series Famous Places of Tokyo: Past and Present,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214831;type=101,Japan,Hiroshige ga; First edition date: 1884; Genre:nishiki-e; meisho-e,,Image;StillImage,ihl-1292.jpg,image/jpeg
JSMAIHL.1293,Kobayashi Kiyochika,Japanese,1886,Toyotumi Hideyasu from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214832;type=101,Japan,Kiyochika / no seal; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1293.jpg,image/jpeg
JSMAIHL.1294,,Japanese,1890,Takayama Hikokurō from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214833;type=101,Japan,Toshikata / Toshikata; First edition date: 1890; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1294.jpg,image/jpeg
JSMAIHL.1295,Inoue Yasuji,Japanese,May 1886,Akazome Emon from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214834;type=101,Japan,Inoue Tankei / Tankei; First edition date: May 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1295.jpg,image/jpeg
JSMAIHL.1296,,Japanese,November 1890,Hanawa Hokiichi from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214835;type=101,Japan,Toshikata / Toshikata Shōsetsu; First edition date: November 1890; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1296.jpg,image/jpeg
JSMAIHL.1300,Kobayashi Kiyochika,Japanese,1886,Satō Tsuginobu from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214836;type=101,Japan,Kiyochika / shinsei; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1300.jpg,image/jpeg
JSMAIHL.1304,Tsukioka Yoshitoshi,Japanese,1888,"The Wisdom of Gassendi 
[Proving that the Clouds Move, Not the Moon]",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214837;type=101,Japan,ōju Yoshitoshi ga / Yoshitoshi; First edition date: 1883/1884; Genre:kyōiku nishikie,,Image;StillImage,ihl-1304.jpg,image/jpeg
JSMAIHL.1325,Kobayashi Kiyochika,Japanese,1885,Hōjō Yasutoki from the series Instructive Models of Lofty Ambition (also see IHL#611),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214838;type=101,Japan,Kiyochika / Shinsei seal; First edition date: 1885; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1325.jpg,image/jpeg
JSMAIHL.1327,WATANABE Nobukazu,Japanese,1900,Illustration of Wedding Ceremony of the Noble Couple (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214839;type=101,Japan,ōju Yōsai / no seal; First edition date: 1900; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1327.jpg,image/jpeg
JSMAIHL.1328,,Japanese,1892,Illustration of the Imperial National Diet Building (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214840;type=101,Japan,Yoyoharu Kuniteru ga / Toshidama seal; First edition date: 1892; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1328.jpg,image/jpeg
JSMAIHL.1343,,Japanese,April 1895,Captain Higuchi (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214841;type=101,Japan,ōju Toshikata e / Toshikata; First edition date: April 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1343.jpg,image/jpeg
JSMAIHL.1352,Inoue Yasuji,Japanese,Oct 1885,Soga Brothers from the series Instructive Models of Lofty Ambition (brown border; also see #622),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214842;type=101,Japan,Inoue Tankei ga / Tankei; First edition date: Oct 1885; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1352.jpg,image/jpeg
JSMAIHL.1356,Tsuneshige,Japanese,Oct 1894,A Great Victory of Our Forces at Kiuliencheng (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214843;type=101,Japan,Tsuneshige ga 経茂画 / Tsuneshige 経茂; First edition date: Oct 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1356.jpg,image/jpeg
JSMAIHL.1357,Utagawa Toshimasa,Japanese,Oct 1894,A Great Victory for Our Fleet: An Enemy Ship was Attacked and Sunk on the Open Sea off of Haiyang Island (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214844;type=101,Japan,Toshimasa / Toshimasa; First edition date: Oct 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1357.jpg,image/jpeg
JSMAIHL.1358,Yōsai Nobushige,Japanese,Oct 1894,Japanese Forces Conquer Kiuliencheng  (triptych) [see IHL Cat. #350 for another impression],,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214845;type=101,Japan,Nobushige ga / Nobushige; First edition date: Oct 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1358.jpg,image/jpeg
JSMAIHL.1375,Tsukioka Yoshitoshi,Japanese,1885,Gion District from the series One Hundred Aspects of the Moon,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214846;type=101,Japan,Yoshitosh / Taiso; First edition date: 1885; Genre:ukiyo-e,,Image;StillImage,ihl-1375.jpg,image/jpeg
JSMAIHL.1388,Unsen,Japanese,1874,The Sixteen Divine Generals of the Tokugawa (Ieyasu)  (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214847;type=101,Japan,ōju Unsen hitsu 應需雲僲筆 / ??Unsen ??雲僊; First edition date: 1874; Genre:ukiyo-e; rekishi-e,,Image;StillImage,ihl-1388.jpg,image/jpeg
JSMAIHL.1396,Tsukioka Yoshitoshi,Japanese,c. 1950s,"By now you must be near Komakata, a cuckoo calls - Takao from the series One Hundred Aspects of the Moon (modern reprint)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214848;type=101,Japan,Yoshitoshi / Yoshitoshi; First edition date: Oct 1885; Genre:ukiyo-e; reprint,,Image;StillImage,ihl-1396.jpg,image/jpeg
JSMAIHL.1397,Kobayashi Kiyochika,Japanese,1886,Butsu Sorai from the series Instructive Models of Lofty Ambition (blue-green border) [see IHL Cat. #880],,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214849;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1397.jpg,image/jpeg
JSMAIHL.1398,Kobayashi Kiyochika,Japanese,1886,Takemitsu Kikuchi from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214850;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1398.jpg,image/jpeg
JSMAIHL.1399,,Japanese,Nov 1890,Takasugi Shinsaku from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214851;type=101,Japan,Toshikata / Ōsai and Toshikata ; First edition date: Nov 1890; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1399.jpg,image/jpeg
JSMAIHL.1400,,Japanese,Dec 1890,Sano Tsuneyo from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214852;type=101,Japan,Toshikata / Ōsai and Toshikata ; First edition date: Dec 1890; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1400.jpg,image/jpeg
JSMAIHL.1401,Kiyochika Kobayashi,Japanese,1886,Koshikibu no Naishi from the series Instructive Models of Lofty Ambition (white robe variation) [see IHL Cat. #759],,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214853;type=101,Japan,Kiyochika 清親 / Kiyochika 清親; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1401.jpg,image/jpeg
JSMAIHL.1402,Inoue Tankei,Japanese,1886,Dainagon Yukinari from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214854;type=101,Japan,Inoue Tankei ga / Tankei ; First edition date: 1886; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1402.jpg,image/jpeg
JSMAIHL.1403,,Japanese,Aug 1888,Kojima Takanori from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214855;type=101,Japan,年方 Toshikata / 年方 Toshikata; First edition date: Aug 1888; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1403.jpg,image/jpeg
